PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2023,41,-90,1.69,2.69,2.87,1.47,1.73,1.49,4.11,3.54,2.92,2.58,0.8,2.29,2.35
PRECTOTCORR,2024,39.5,-88.125,4.25,0.42,1.9,5.78,3.07,1.57,6.61,1.7,4.26,0.39,3.87,2.15,3
PRECTOTCORR,2024,39.5,-88.75,4.2,0.39,1.91,5.77,3.08,1.62,6.74,1.74,4.33,0.4,3.93,2.09,3.02
PRECTOTCORR,2024,39.5,-89.375,3.59,0.31,1.88,5.74,3.33,1.81,6.31,1.79,4,0.59,4.76,1.97,3.01
PRECTOTCORR,2024,39.5,-90,3.23,0.28,2.19,5.18,3.91,1.92,5.8,1.75,3.48,0.78,4.99,1.9,2.96
PRECTOTCORR,2024,40,-88.125,3.88,0.46,1.78,5.48,3.25,1.81,5.71,2.52,2.53,0.54,4.03,2.17,2.85
PRECTOTCORR,2024,40,-88.75,4.04,0.49,1.69,5.48,3.27,1.84,6.12,2.52,3.28,0.45,3.52,2.31,2.92
PRECTOTCORR,2024,40,-89.375,3.33,0.33,1.91,5.4,2.72,2.1,5.62,2.53,1.94,0.79,4.52,1.78,2.75
PRECTOTCORR,2024,40,-90,3.03,0.3,2.23,4.87,2.8,1.7,5.43,2.4,1.74,0.99,4.05,1.69,2.61
PRECTOTCORR,2024,40.5,-88.125,3.58,0.44,2.16,5.15,3.48,2.19,4.82,2.68,1.51,0.57,3.32,2.19,2.68
PRECTOTCORR,2024,40.5,-88.75,3.63,0.5,2.21,5.17,3.76,2.19,5.11,2.88,1.6,0.58,3.46,2.36,2.8
PRECTOTCORR,2024,40.5,-89.375,3.19,0.36,2.12,5.12,3.07,2.23,4.62,2.75,0.8,0.72,3.55,1.89,2.54
PRECTOTCORR,2024,40.5,-90,2.85,0.3,2.57,4.93,2.52,1.95,5.5,2.67,0.64,1.04,3.22,1.63,2.49
PRECTOTCORR,2024,41,-88.125,3.41,0.48,3.21,4.63,3.53,2.74,4.35,2.62,0.98,0.66,2.83,1.97,2.63
PRECTOTCORR,2024,41,-88.75,3.3,0.45,3.21,4.65,3.58,2.77,4.11,2.63,0.85,0.69,2.94,1.93,2.6
PRECTOTCORR,2024,41,-89.375,3.08,0.34,3.14,4.61,2.92,2.76,4.32,2.34,0.52,0.73,2.75,1.53,2.43
PRECTOTCORR,2024,41,-90,2.76,0.31,3.31,4.58,2.5,2.68,5.28,2.35,0.45,0.96,2.56,1.43,2.44
